dis_no,seq,start,end,years,decade,decade_year,category,subcategory,type,subtype,event_name,country,iso,latitude,longitude,region,continent,deaths,affected,deaths_affected,random_x,random_y
2004-0103-MDG,1641,2004,2004,0,11,4,Meteorological,Storm,Storm,Tropical Cyclone,Galifo,Madagascar,MDG,-18.766947,46.869107,Eastern Africa,Africa,363,988139,988502,0.915364868,0.28634549
2004-0473-HTI,1597,2004,2004,0,11,4,Meteorological,Storm,Storm,Tropical Cyclone,Jeanne,Haiti,HTI,18.971187,-72.285215,Caribbean,Americas,2754,315594,318348,0.432850618,0.305659523
2004-0737-AGO,1604,2004,2005,1,11,4,Biological,Epidemic,Epidemic,Viral Disease,Marburg Virus Disease,Angola,AGO,-11.202692,17.873887,Middle Africa,Africa,329,45,374,0.678268976,0.505760086
2004-0110-BFA,1605,2004,2004,0,11,4,Biological,Epidemic,Epidemic,Bacterial Disease,Meningococcal Disease,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,527,2783,3310,0.177319958,0.478131474
2004-0604-COD,1653,2004,2005,1,11,4,Biological,Epidemic,Epidemic,Bacterial Disease,Typhoid Fever,Congo (Dem. Rep.),COD,-4.038333,21.758664,Middle Africa,Africa,214,42564,42778,0.039200773,0.683858849
2004-0609-PHL,1639,2004,2004,0,11,4,Meteorological,Storm,Storm,Tropical Cyclone,Winnie,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,1619,881023,882642,0.969897272,0.269439334
2004-0298-BGD,1598,2004,2004,0,11,4,Hydrological,Flood,Flood,Riverine Flood,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,730,36000000,36000730,0.633591386,0.687965171
2004-0457-CHN,1599,2004,2004,0,11,4,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,222,8253000,8253222,0.748647485,0.96836914
2004-0231-DOM,1600,2004,2004,0,11,4,Hydrological,Flood,Flood,Riverine Flood,,Dominican Republic,DOM,18.735693,-70.162651,Caribbean,Americas,688,10002,10690,0.792402177,0.888729967
2004-0659-IDN,1601,2004,2004,0,11,4,Geophysical,Earthquake,Earthquake,Tsunami,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,165708,532898,698606,0.550798435,0.605660728
2004-0231-HTI,1608,2004,2004,0,11,4,Hydrological,Flood,Flood,Riverine Flood,,Haiti,HTI,18.971187,-72.285215,Caribbean,Americas,2665,31283,33948,0.191742191,0.873863798
2004-0659-IND,1610,2004,2004,0,11,4,Geophysical,Earthquake,Earthquake,Tsunami,,India,IND,20.593684,78.96288,Southern Asia,Asia,16389,654512,670901,0.8022125,0.849962793
2004-0235-MMR,1640,2004,2004,0,11,4,Meteorological,Storm,Storm,Tropical Cyclone,,Myanmar,MMR,21.913965,95.956223,South-Eastern Asia,Asia,236,25000,25236,0.112108043,0.277479348
2004-0659-THA,1645,2004,2004,0,11,4,Geophysical,Earthquake,Earthquake,Tsunami,,Thailand,THA,15.870032,100.992541,South-Eastern Asia,Asia,8345,67007,75352,0.170051276,0.361774028
2004-0298-IND,1646,2004,2004,0,11,4,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,900,33000000,33000900,0.517814469,0.785456241
2004-0734-IND,1647,2004,2004,0,11,4,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,210,100000,100210,0.53868702,0.005407289
2004-0659-LKA,1648,2004,2004,0,11,4,Geophysical,Earthquake,Earthquake,Tsunami,,Sri Lanka,LKA,7.873054,80.771797,Southern Asia,Asia,35399,1019306,1054705,0.761143608,0.469392498
2004-0073-MAR,1649,2004,2004,0,11,4,Geophysical,Earthquake,Earthquake,Ground Movement,,Morocco,MAR,31.791702,-7.09262,Northern Africa,Africa,628,13465,14093,0.818585588,0.133021858
2004-0659-SOM,1651,2004,2004,0,11,4,Geophysical,Earthquake,Earthquake,Tsunami,,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,298,105083,105381,0.754170554,0.429982566
2004-0060-COD,1654,2004,2004,0,11,4,Biological,Epidemic,Epidemic,Viral Disease,,Congo (Dem. Rep.),COD,-4.038333,21.758664,Middle Africa,Africa,300,,300,0.765157339,0.343632638
2005-0176-SEN,1661,2005,2005,0,11,5,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Senegal,SEN,14.497401,-14.452362,Western Africa,Africa,303,23022,23325,0.981143205,0.81411566
2005-0373-GNB,1675,2005,2005,0,11,5,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Guinea-Bissau,GNB,11.803749,-15.180413,Western Africa,Africa,399,25111,25510,0.030448634,0.146534577
2005-0479-IND,1680,2005,2005,0,11,5,Biological,Epidemic,Epidemic,Viral Disease,Japanese Encephalitis,India,IND,20.593684,78.96288,Southern Asia,Asia,296,939,1235,0.550865861,0.825707064
2005-0631-IND,1681,2005,2005,0,11,5,Biological,Epidemic,Epidemic,Viral Disease,Japanese Encephalitis,India,IND,20.593684,78.96288,Southern Asia,Asia,296,1145,1441,0.35883399,0.157467899
2005-0467-USA,1716,2005,2005,0,11,5,Meteorological,Storm,Storm,Tropical Cyclone,Katrina,United States,USA,37.09024,-95.712891,Northern America,Americas,1833,500000,501833,0.210543762,0.32509376
2005-0762-SDN,1724,2005,2006,1,11,5,Biological,Epidemic,Epidemic,Bacterial Disease,Meningococcal Disease,Sudan,SDN,12.862807,30.217636,Northern Africa,Africa,382,3436,3818,0.228607909,0.030159666
2005-0567-GTM,1666,2005,2005,0,11,5,Meteorological,Storm,Storm,Tropical Cyclone,Stan,Guatemala,GTM,15.783471,-90.230759,Central America,Americas,1513,475314,476827,0.430695919,0.570839536
2005-0160-IDN,1611,2005,2005,0,11,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,915,105313,106228,0.492288656,0.917660807
2005-0044-AFG,1613,2005,2005,0,11,5,Meteorological,Storm,Storm,Storm,,Afghanistan,AFG,33.93911,67.709953,Southern Asia,Asia,260,22656,22916,0.860684047,0.06942934
2005-0169-AFG,1614,2005,2005,0,11,5,Hydrological,Flood,Flood,Riverine Flood,,Afghanistan,AFG,33.93911,67.709953,Southern Asia,Asia,200,11003,11203,0.455298527,0.978846228
2005-0079-PAK,1655,2005,2005,0,11,5,Hydrological,Flood,Flood,Riverine Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,520,7000450,7000970,0.275456798,0.783810331
2005-0090-IND,1656,2005,2005,0,11,5,Hydrological,Landslide,Landslide,Avalanche,,India,IND,20.593684,78.96288,Southern Asia,Asia,250,5000,5250,0.77940639,0.315516616
2005-0092-IRN,1657,2005,2005,0,11,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,612,94766,95378,0.1615833,0.826729691
2005-0134-NGA,1658,2005,2005,0,11,5,Biological,Epidemic,Epidemic,Viral Disease,,Nigeria,NGA,9.081999,8.675277,Western Africa,Africa,561,23575,24136,0.95966911,0.167303161
2005-0409-IND,1664,2005,2005,0,11,5,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,1200,20000055,20001255,0.438989704,0.250955735
2005-0575-IND,1669,2005,2005,0,11,5,Geophysical,Earthquake,Earthquake,Ground Movement,,India,IND,20.593684,78.96288,Southern Asia,Asia,1309,156622,157931,0.235980384,0.257840819
2005-0344-CHN,1670,2005,2005,0,11,5,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,235,16700000,16700235,0.02329682,0.106973237
2005-0335-IND,1676,2005,2005,0,11,5,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,239,405000,405239,0.387842089,0.29484438
2005-0323-IND,1678,2005,2005,0,11,5,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,India,IND,20.593684,78.96288,Southern Asia,Asia,329,,329,0.329275185,0.669177906
2005-0575-PAK,1721,2005,2005,0,11,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,73338,5128309,5201647,0.430424157,0.593655822
2005-0820-PRT,1723,2005,2005,0,11,5,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,Portugal,PRT,39.399872,-8.224454,Southern Europe,Europe,462,,462,0.129561021,0.874922828
2006-0134-BWA,1696,2006,2006,0,11,6,Biological,Epidemic,Epidemic,Epidemic,Acute Diarrhoeal Syndrome,Botswana,BWA,-22.328474,24.684866,Southern Africa,Africa,470,22264,22734,0.571470518,0.424670532
2006-0552-ETH,1700,2006,2007,1,11,6,Biological,Epidemic,Epidemic,Epidemic,Acute Watery Diarrheal Syndrome,Ethiopia,ETH,9.145,40.489673,Eastern Africa,Africa,219,21882,22101,0.024767271,0.864198
2006-0362-CHN,1685,2006,2006,0,11,6,Meteorological,Storm,Storm,Tropical Cyclone,Bilis,China,CHN,35.86166,104.195397,Eastern Asia,Asia,820,29622000,29622820,0.175412606,0.85928266
2006-0251-VNM,1740,2006,2006,0,11,6,Meteorological,Storm,Storm,Tropical Cyclone,Chanchu (Caloy),Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,204,600000,600204,0.634326067,0.374949297
2006-0187-AGO,1693,2006,2007,1,11,6,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Angola,AGO,-11.202692,17.873887,Middle Africa,Africa,2354,57570,59924,0.995636133,0.995287861
2006-0077-SDN,1735,2006,2006,0,11,6,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Sudan,SDN,12.862807,30.217636,Northern Africa,Africa,476,15711,16187,0.409697993,0.740366557
2006-0648-PHL,1727,2006,2006,0,11,6,Meteorological,Storm,Storm,Tropical Cyclone,Durian (Reming),Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,1399,2562517,2563916,0.362884562,0.109858205
2006-0133-BFA,1695,2006,2006,0,11,6,Biological,Epidemic,Epidemic,Bacterial Disease,Meningococcal Disease,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,784,7402,8186,0.929186504,0.880106334
2006-0725-SDN,1737,2006,2007,1,11,6,Biological,Epidemic,Epidemic,Bacterial Disease,Meningococcal Disease,Sudan,SDN,12.862807,30.217636,Northern Africa,Africa,430,6516,6946,0.870774885,0.433651934
2006-0437-CHN,1690,2006,2006,0,11,6,Meteorological,Storm,Storm,Tropical Cyclone,Saomai,China,CHN,35.86166,104.195397,Eastern Asia,Asia,441,5923350,5923791,0.664532284,0.359986615
2006-0517-PHL,1726,2006,2006,0,11,6,Meteorological,Storm,Storm,Tropical Cyclone,Xangsane (Milenyo),Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,228,3842406,3842634,0.008052059,0.07952749
2006-0680-IDN,1682,2006,2007,1,11,6,Hydrological,Flood,Flood,Flash Flood,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,236,618486,618722,0.749071854,0.606107294
2006-0311-IDN,1686,2006,2006,0,11,6,Hydrological,Flood,Flood,Flash Flood,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,236,29231,29467,0.127819092,0.5068562
2006-0417-IND,1687,2006,2006,0,11,6,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,350,4000065,4000415,0.213606049,0.274223461
2006-0383-BEL,1694,2006,2006,0,11,6,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,Belgium,BEL,50.503887,4.469936,Western Europe,Europe,940,,940,0.291888209,0.982759461
2006-0422-ETH,1697,2006,2006,0,11,6,Hydrological,Flood,Flood,Flash Flood,,Ethiopia,ETH,9.145,40.489673,Eastern Africa,Africa,498,10096,10594,0.155693905,0.079304495
2006-0438-ETH,1698,2006,2006,0,11,6,Hydrological,Flood,Flood,Riverine Flood,,Ethiopia,ETH,9.145,40.489673,Eastern Africa,Africa,364,8000,8364,0.380561617,0.775013695
2006-0383-FRA,1701,2006,2006,0,11,6,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,France,FRA,46.227638,2.213749,Western Europe,Europe,1388,,1388,0.20331268,0.69160936
2006-0279-IDN,1703,2006,2006,0,11,6,Geophysical,Earthquake,Earthquake,Ground Movement,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,5778,3177923,3183701,0.926558775,0.650173849
2006-0372-IDN,1704,2006,2006,0,11,6,Geophysical,Earthquake,Earthquake,Tsunami,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,802,35543,36345,0.899321418,0.612716691
2005-0713-UKR,1720,2006,2006,0,11,6,Meteorological,Extreme_Temperature,Extreme Temperature,Severe Winter,,Ukraine,UKR,48.379433,31.16558,Eastern Europe,Europe,801,59600,60401,0.502619444,0.639911678
2006-0733-PAK,1728,2006,2006,0,11,6,Hydrological,Flood,Flood,Riverine Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,233,775,1008,0.451193456,0.623105553
2006-0361-PRK,1729,2006,2006,0,11,6,Hydrological,Flood,Flood,Flash Flood,,North Korea,PRK,40.339852,127.510093,Eastern Asia,Asia,278,84500,84778,0.682628227,0.482150679
2006-0383-NLD,1733,2006,2006,0,11,6,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,Netherlands,NLD,52.132633,5.291266,Western Europe,Europe,1000,,1000,0.367014399,0.578083825
2006-0096-PHL,1734,2006,2006,0,11,6,Hydrological,Landslide,Landslide,Landslide,,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,1126,5926,7052,0.859417668,0.885719332
2007-0056-AGO,1713,2007,2007,0,11,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Angola,AGO,-11.202692,17.873887,Middle Africa,Africa,515,17875,18390,0.200210423,0.636247884
2007-0508-SOM,1801,2007,2007,0,11,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,1133,35687,36820,0.806687864,0.494367131
2007-0274-IDN,1769,2007,2007,0,11,7,Biological,Epidemic,Epidemic,Viral Disease,Dengue,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,365,34542,34907,0.200491393,0.897343529
2007-0062-BFA,1714,2007,2007,0,11,7,Biological,Epidemic,Epidemic,Bacterial Disease,Meningococcal Disease,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,1490,20765,22255,0.332817981,0.193545129
2007-0657-SDN,1800,2007,2007,0,11,7,Biological,Epidemic,Epidemic,Bacterial Disease,Meningococcal Disease,Sudan,SDN,12.862807,30.217636,Northern Africa,Africa,430,6516,6946,0.873329459,0.288214493
2007-0556-BGD,1743,2007,2007,0,11,7,Meteorological,Storm,Storm,Tropical Cyclone,Sidr,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,4234,8978541,8982775,0.698286746,0.204266225
2007-0245-PAK,1760,2007,2007,0,11,7,Meteorological,Storm,Storm,Tropical Cyclone,Yemyin,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,242,1650000,1650242,0.872731976,0.500713256
2007-0311-BGD,1742,2007,2007,0,11,7,Hydrological,Flood,Flood,Riverine Flood,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,1110,13771380,13772490,0.071593967,0.546986366
2007-0362-PER,1757,2007,2007,0,11,7,Geophysical,Earthquake,Earthquake,Ground Movement,,Peru,PER,-9.189967,-75.015152,South America,Americas,593,658331,658924,0.634330696,0.885783842
2007-0268-CHN,1761,2007,2007,0,11,7,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,535,105004000,105004535,0.100708284,0.949980624
2007-0307-NPL,1766,2007,2007,0,11,7,Hydrological,Flood,Flood,Riverine Flood,,Nepal,NPL,28.394857,84.124008,Southern Asia,Asia,214,640706,640920,0.283627803,0.278754727
2007-0249-PAK,1767,2007,2007,0,11,7,Hydrological,Flood,Flood,Riverine Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,228,186,414,0.358245782,0.256047559
2007-0235-HUN,1768,2007,2007,0,11,7,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,Hungary,HUN,47.162494,19.503304,Eastern Europe,Europe,500,,500,0.566457314,0.975755662
2007-0238-IND,1770,2007,2007,0,11,7,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,225,63000,63225,0.160877549,0.184625174
2007-0320-IND,1771,2007,2007,0,11,7,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,1103,18700000,18701103,0.114794324,0.681446493
2007-0656-NGA,1773,2007,2007,0,11,7,Biological,Epidemic,Epidemic,Viral Disease,,Nigeria,NGA,9.081999,8.675277,Western Africa,Africa,200,,200,0.921152364,0.462535735
2007-0352-PRK,1797,2007,2007,0,11,7,Hydrological,Flood,Flood,Riverine Flood,,North Korea,PRK,40.339852,127.510093,Eastern Asia,Asia,610,1170518,1171128,0.816247262,0.274031233
2008-0105-AGO,1749,2008,2008,0,11,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Angola,AGO,-11.202692,17.873887,Middle Africa,Africa,229,9942,10171,0.029982459,0.529602524
2008-0446-GNB,1785,2008,2008,0,11,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Guinea-Bissau,GNB,11.803749,-15.180413,Western Africa,Africa,221,14004,14225,0.659782221,0.102968695
2008-0511-ZWE,1806,2008,2009,1,11,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Zimbabwe,ZWE,-19.015438,29.154857,Eastern Africa,Africa,4276,98349,102625,0.741851699,0.612847921
2008-0184-MMR,1783,2008,2008,0,11,8,Meteorological,Storm,Storm,Tropical Cyclone,Cyclone Nargis,Myanmar,MMR,21.913965,95.956223,South-Eastern Asia,Asia,138366,2420000,2558366,0.63117894,0.873656854
2008-0378-HTI,1781,2008,2008,0,11,8,Meteorological,Storm,Storm,Tropical Cyclone,Hurricane Hanna,Haiti,HTI,18.971187,-72.285215,Caribbean,Americas,529,48000,48529,0.040972701,0.865272261
2008-0663-BFA,1752,2008,2009,1,11,8,Biological,Epidemic,Epidemic,Viral Disease,Measles,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,300,51000,51300,0.392634678,0.102698213
2008-0076-BFA,1751,2008,2008,0,11,8,Biological,Epidemic,Epidemic,Bacterial Disease,Meningitis,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,250,2000,2250,0.865197171,0.566886935
2008-0249-PHL,1775,2008,2008,0,11,8,Meteorological,Storm,Storm,Tropical Cyclone,Typhoon Fengshen (Franck),Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,644,4785460,4786104,0.051699925,0.047301074
2008-0006-AFG,1746,2008,2008,0,11,8,Meteorological,Extreme_Temperature,Extreme Temperature,Severe Winter,,Afghanistan,AFG,33.93911,67.709953,Southern Asia,Asia,1317,170684,172001,0.807889547,0.879910304
2008-0192-CHN,1748,2008,2008,0,11,8,Geophysical,Earthquake,Earthquake,Ground Movement,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,87476,45976596,46064072,0.871580344,0.432465139
2008-0246-IND,1777,2008,2008,0,11,8,Hydrological,Flood,Flood,Flash Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,1063,7900000,7901063,0.359025978,0.219146559
2008-0398-CHN,1784,2008,2008,0,11,8,Hydrological,Landslide,Landslide,Landslide,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,277,35,312,0.55094347,0.082211583
2009-0202-KEN,1792,2009,2009,0,11,9,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Kenya,KEN,-0.023559,37.906193,Eastern Africa,Africa,201,10048,10249,0.610458736,0.112686813
2009-0250-LKA,1793,2009,2009,0,11,9,Biological,Epidemic,Epidemic,Viral Disease,Dengue,Sri Lanka,LKA,7.873054,80.771797,Southern Asia,Asia,346,35007,35353,0.224971976,0.33685063
2009-0259-NPL,1796,2009,2009,0,11,9,Biological,Epidemic,Epidemic,Bacterial Disease,Diarrhoea,Nepal,NPL,28.394857,84.124008,Southern Asia,Asia,314,58874,59188,0.924317069,0.868733467
2009-0477-SLV,1835,2009,2009,0,11,9,Meteorological,Storm,Storm,Tropical Cyclone,"Hurricane ""Ida""",El Salvador,SLV,13.794185,-88.89653,Central America,Americas,275,90000,90275,0.667255415,0.067108308
2009-0403-IND,1845,2009,2009,0,11,9,Biological,Epidemic,Epidemic,Viral Disease,Japanese Encephalitis And Acute Encephalitis Syndrome,India,IND,20.593684,78.96288,Southern Asia,Asia,311,1521,1832,0.461485605,0.902090962
2009-0082-BFA,1756,2009,2009,0,11,9,Biological,Epidemic,Epidemic,Viral Disease,Meningitis,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,389,2892,3281,0.012204634,0.693921799
2009-0087-NGA,1795,2009,2009,0,11,9,Biological,Epidemic,Epidemic,Viral Disease,Meningococcal Disease,Nigeria,NGA,9.081999,8.675277,Western Africa,Africa,1701,35255,36956,0.230972313,0.505725624
2009-0414-PHL,1841,2009,2009,0,11,9,Meteorological,Storm,Storm,Tropical Cyclone,"Tropical Storm ""Ondoy"" (Ketsana)",Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,501,4901763,4902264,0.892274584,0.327491315
2009-0422-PHL,1834,2009,2009,0,11,9,Meteorological,Storm,Storm,Tropical Cyclone,"Typhoon ""Pepeng"" (Parma)",Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,512,4478491,4479003,0.787970861,0.145480085
2009-0321-TWN,1836,2009,2009,0,11,9,Meteorological,Storm,Storm,Tropical Cyclone,Typhoon Morakot (Kiko),Taiwan,TWN,23.69781,120.960515,Eastern Asia,Asia,630,2307523,2308153,0.624364676,0.830853618
2009-0136-ITA,1790,2009,2009,0,11,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Italy,ITA,41.87194,12.56738,Southern Europe,Europe,295,56000,56295,0.047857372,0.693865297
2009-0616-AUS,1809,2009,2009,0,11,9,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,Australia,AUS,-25.274398,133.775136,Australia and New Zealand,Oceania,347,2000,2347,0.7593263,0.502316441
2009-0421-IDN,1837,2009,2009,0,11,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,1195,2501798,2502993,0.565943152,0.151731317
2009-0409-IND,1842,2009,2009,0,11,9,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,992,1886000,1886992,0.092257764,0.274569816
2009-0429-IND,1843,2009,2009,0,11,9,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,355,4100000,4100355,0.542955922,0.897804633
2009-0301-PER,1847,2009,2009,0,11,9,Meteorological,Extreme_Temperature,Extreme Temperature,Cold Wave,,Peru,PER,-9.189967,-75.015152,South America,Americas,274,24262,24536,0.253459246,0.598625725
2009-0571-POL,1848,2009,2010,1,12,9,Meteorological,Extreme_Temperature,Extreme Temperature,Cold Wave,,Poland,POL,51.919438,19.145136,Eastern Europe,Europe,298,,298,0.808668144,0.885655372
2010-0418-CMR,1821,2010,2010,0,12,0,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Cameroon,CMR,7.369722,12.354722,Middle Africa,Africa,515,7869,8384,0.539559892,0.933725335
2010-0557-HTI,1863,2010,2011,1,12,0,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Haiti,HTI,18.971187,-72.285215,Caribbean,Americas,6908,513997,520905,0.329622786,0.313904434
2010-0400-NGA,1869,2010,2010,0,12,0,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Nigeria,NGA,9.081999,8.675277,Western Africa,Africa,1716,41787,43503,0.535813705,0.007994369
2010-0391-PHL,1873,2010,2010,0,12,0,Biological,Epidemic,Epidemic,Viral Disease,Dengue,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,737,123939,124676,0.754928182,0.160710368
2010-0131-BFA,1817,2010,2010,0,12,0,Biological,Epidemic,Epidemic,Viral Disease,Meningitis,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,841,5960,6801,0.554233221,0.615670927
2010-0562-IDN,1852,2010,2010,0,12,0,Geophysical,Volcanic_Activity,Volcanic Activity,Ash Fall,Mt. Merapi,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,322,137140,137462,0.355428331,0.412843106
2010-0593-COG,1822,2010,2010,0,12,0,Biological,Epidemic,Epidemic,Viral Disease,Wild Poliovirus Type 1,Congo (Rep.),COG,-0.228021,15.827659,Middle Africa,Africa,219,524,743,0.266331968,0.52616711
2010-0147-BRA,1813,2010,2010,0,12,0,Hydrological,Flood,Flood,Riverine Flood,,Brazil,BRA,-14.235004,-51.92528,South America,Americas,256,74938,75194,0.307604487,0.493322577
2010-0239-CHN,1814,2010,2010,0,12,0,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,1691,134000000,134001691,0.552375326,0.059847219
2010-0091-CHL,1815,2010,2010,0,12,0,Geophysical,Earthquake,Earthquake,Tsunami,,Chile,CHL,-35.675147,-71.542969,South America,Americas,562,2671556,2672118,0.485131091,0.685641779
2010-0169-CHN,1818,2010,2010,0,12,0,Geophysical,Earthquake,Earthquake,Ground Movement,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,2968,112000,114968,0.483160134,0.185202854
2010-0377-CHN,1820,2010,2010,0,12,0,Hydrological,Landslide,Landslide,Landslide,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,1765,47200,48965,0.338420587,0.527652518
2010-0168-COL,1823,2010,2011,1,12,0,Hydrological,Flood,Flood,Riverine Flood,,Colombia,COL,4.570868,-74.297333,South America,Americas,418,2791999,2792417,0.061142343,0.989741387
2010-0512-IDN,1854,2010,2010,0,12,0,Hydrological,Flood,Flood,Flash Flood,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,291,12428,12719,0.048347431,0.947833557
2010-0492-IND,1856,2010,2010,0,12,0,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,200,3267183,3267383,0.830194243,0.309368588
2010-0563-IDN,1858,2010,2010,0,12,0,Geophysical,Earthquake,Earthquake,Tsunami,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,530,11864,12394,0.648989458,0.418276843
2010-9082-SOM,1860,2010,2011,1,12,0,Climatological,Drought,Drought,Drought,,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,20000,4000000,4020000,0.821682327,0.787344429
2010-0017-HTI,1862,2010,2010,0,12,0,Geophysical,Earthquake,Earthquake,Ground Movement,,Haiti,HTI,18.971187,-72.285215,Caribbean,Americas,222570,3700000,3922570,0.78275931,0.187006576
2010-0629-IND,1864,2010,2010,0,12,0,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,203,,203,0.844932882,0.412646529
2010-0206-IND,1866,2010,2010,0,12,0,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,India,IND,20.593684,78.96288,Southern Asia,Asia,250,,250,0.259438958,0.055358482
2010-0341-PAK,1871,2010,2010,0,12,0,Hydrological,Flood,Flood,Flash Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,1985,20359496,20361481,0.647588177,0.837111515
